,umap1,umap2,umap3,time
E1125_480,10.391201,5.9863486,5.885878,0.4804804804804805
E1126_243,12.352112,0.36770314,3.044323,0.24324324324324326
E1127_529,11.912781,2.2895937,7.7834496,0.5295295295295295
E1128_369,10.242099,6.07611,7.7739396,0.36936936936936937
E1129_250,-2.7363877,0.903032,4.0146713,0.2502502502502503
E1130_263,-2.9231563,2.526896,5.058772,0.26326326326326327
E1131_695,10.186008,6.2886057,6.1607056,0.6956956956956957
E1132_401,10.725176,5.4121904,5.795848,0.4014014014014014
E1133_726,11.210543,3.3862894,2.2743027,0.7267267267267268
E1134_399,11.942485,2.1934352,7.4087434,0.3993993993993994
E1135_999,11.3340645,3.1865618,2.4166822,1.0
E1136_491,11.529194,0.7210184,10.1802225,0.4914914914914915
E1137_783,-3.7937145,2.3358824,5.073284,0.7837837837837838
E1138_511,-2.7086062,1.1765442,3.4910483,0.5115115115115115
E1139_102,-0.25635725,8.960612,3.6385324,0.1021021021021021
E1140_739,11.502827,3.5885258,7.599995,0.7397397397397397
E1141_283,9.6720295,6.172398,2.7756627,0.2832832832832833
E1142_974,12.458597,-1.1445072,5.499376,0.974974974974975
E1143_619,10.129655,5.765767,9.196317,0.6196196196196196
E1144_547,10.372551,5.9662466,5.486466,0.5475475475475475
E1145_845,10.644186,5.489433,7.3356676,0.8458458458458459
E1146_889,-2.810577,1.3229309,4.103928,0.8898898898898899
E1147_138,0.013628886,7.9953494,2.7799633,0.13813813813813813
E1148_641,12.038671,0.6580489,8.494582,0.6416416416416416
E1149_274,11.864821,-0.6776834,9.353767,0.27427427427427425
E1150_154,1.2734864,8.808763,2.373815,0.15415415415415415
E1151_532,1.8875879,8.860323,1.9954582,0.5325325325325325
E1152_29,-3.5515718,8.721314,6.527706,0.02902902902902903
E1153_324,10.070154,5.472123,2.2654953,0.32432432432432434
E1154_435,12.29685,0.54338735,4.634686,0.43543543543543545
E1155_539,-3.1250746,3.1680627,3.9879806,0.5395395395395396
E1156_396,-2.8446052,3.2971072,4.1356735,0.3963963963963964
E1157_168,-1.5128233,6.0240707,3.5536427,0.16816816816816818
E1158_999,-3.1389956,1.0679022,3.7004468,1.0
E1159_444,11.825918,2.4272826,4.4576178,0.4444444444444444
E1160_563,10.468527,5.859571,6.615535,0.5635635635635635
E1161_835,12.165462,-1.9132626,8.156949,0.8358358358358359
E1162_200,1.1775248,8.627383,2.136247,0.2002002002002002
E1163_72,-3.346748,9.404628,6.3769336,0.07207207207207207
E1164_455,9.011883,7.8914905,4.5375605,0.45545545545545546
E1165_478,11.150681,2.4709184,-0.8272365,0.47847847847847846
E1166_787,12.484618,-0.47739667,-0.017365607,0.7877877877877878
E1167_270,9.420346,6.407861,2.6051855,0.2702702702702703
E1168_957,11.206169,3.7997518,3.373415,0.9579579579579579
E1169_375,10.693728,5.148143,8.40684,0.37537537537537535
E1170_692,11.789433,2.8213725,6.5525236,0.6926926926926927
E1171_538,-3.693268,2.4046352,4.1106887,0.5385385385385385
E1172_140,-1.5578307,6.009281,3.6098828,0.14014014014014015
E1173_570,11.523281,3.5291958,7.624931,0.5705705705705706
E1174_923,-3.6786616,0.65636307,4.413174,0.923923923923924
E1175_633,11.244333,4.051791,4.5816875,0.6336336336336337
E1176_871,-3.3799322,1.6507041,5.673685,0.8718718718718719
E1177_60,-2.9778135,8.971274,5.87082,0.06006006006006006
E1178_691,10.213688,6.213501,5.36767,0.6916916916916916
E1179_695,10.928993,4.563517,3.8429537,0.6956956956956957
E1180_796,11.959022,2.0223114,4.6692357,0.7967967967967968
E1181_835,11.498939,0.86030424,10.223696,0.8358358358358359
E1182_645,-2.817469,2.0594199,5.546589,0.6456456456456456
E1183_174,3.6537051,8.788286,-0.55400705,0.17417417417417416
E1184_370,3.168177,8.8100195,-0.033068076,0.37037037037037035
E1185_90,0.0032353215,8.265223,2.9654958,0.09009009009009009
E1186_774,10.64707,5.3021593,8.179167,0.7747747747747747
E1187_135,2.230318,8.884155,1.7368027,0.13513513513513514
E1188_731,12.12386,-0.96855026,8.274084,0.7317317317317318
E1189_620,-4.815741,1.5157055,4.273384,0.6206206206206206
E1190_540,10.837597,4.592672,9.048735,0.5405405405405406
E1191_13,-1.21418,9.790982,5.9825773,0.013013013013013013
E1192_268,-3.6303053,2.8605278,4.1554747,0.2682682682682683
E1193_935,11.853046,1.783565,1.7620258,0.9359359359359359
E1194_214,1.7317642,8.810812,2.1099193,0.21421421421421422
E1195_160,-0.24265058,8.957701,3.6218944,0.16016016016016016
E1196_517,10.37392,4.2913904,0.6257623,0.5175175175175175
E1197_844,11.021701,3.1098046,0.08099258,0.8448448448448449
E1198_403,-3.0839906,2.8324227,4.204944,0.4034034034034034
E1199_626,10.821226,5.0649796,4.8524075,0.6266266266266266
E1200_556,9.687938,6.675249,4.017597,0.5565565565565566
E1201_608,-3.5245836,1.0637252,5.1556163,0.6086086086086087
E1202_229,12.257585,0.3385906,6.966251,0.22922922922922923
E1203_41,-3.9821792,8.216949,6.6872053,0.04104104104104104
E1204_96,-1.5073246,6.0304494,3.548066,0.0960960960960961
E1205_581,-4.3720474,1.8676974,3.698585,0.5815815815815816
E1206_388,11.629797,1.460065,-0.6931669,0.3883883883883884
E1207_928,12.0949955,1.6140765,6.083517,0.928928928928929
E1208_58,-1.1803182,9.55167,5.129964,0.05805805805805806
E1209_106,-2.5485108,5.1659493,4.693742,0.1061061061061061
E1210_979,11.890507,1.5973232,0.7516326,0.97997997997998
E1211_721,-3.6047885,0.94558644,5.50856,0.7217217217217218
E1212_678,11.5351715,3.5850263,6.735461,0.6786786786786787
E1213_841,-2.568589,3.1989229,4.4327836,0.8418418418418419
E1214_379,10.098184,5.1179605,1.5895722,0.3793793793793794
E1215_908,10.585401,4.066565,0.86503494,0.908908908908909
E1216_91,-0.39381674,8.912634,3.7649817,0.09109109109109109
E1217_867,11.90228,1.0955008,-0.36126205,0.8678678678678678
E1218_173,-3.4637392,1.3826239,4.7922163,0.17317317317317318
E1219_214,11.518723,3.6406817,6.9170437,0.21421421421421422
E1220_130,-4.1509566,2.7127328,4.593292,0.13013013013013014
E1221_864,10.428537,5.9322486,6.3547826,0.8648648648648649
E1222_804,11.352571,3.7987285,4.6687336,0.8048048048048048
E1223_107,-2.525998,5.207763,4.6707683,0.10710710710710711
E1224_934,11.171442,4.4377747,6.5980268,0.934934934934935
E1225_408,-2.886223,2.495951,4.99893,0.4084084084084084
E1226_773,-3.3656511,1.3716818,5.128345,0.7737737737737738
E1227_480,11.918136,2.2470767,5.0188236,0.4804804804804805
E1228_632,12.422801,-1.9866258,6.621446,0.6326326326326326
E1229_25,-2.7135377,9.426731,6.305834,0.025025025025025027
E1230_414,-3.6578636,2.9129937,4.0542707,0.4144144144144144
E1231_484,12.245403,1.021435,5.907127,0.4844844844844845
E1232_760,11.131081,2.4307446,-0.90494263,0.7607607607607607
E1233_464,12.252814,0.60616875,0.95661867,0.4644644644644645
E1234_56,-3.6287518,8.656766,6.555594,0.056056056056056056
E1235_684,11.988993,1.7079035,7.734207,0.6846846846846847
E1236_500,10.340976,4.9267507,1.9598846,0.5005005005005005
E1237_193,0.6186159,8.355908,2.4204295,0.1931931931931932
E1238_803,9.970082,6.5302615,7.349416,0.8038038038038038
E1239_961,11.486357,3.6548834,7.4763713,0.9619619619619619
E1240_788,-3.677388,0.5730966,5.010586,0.7887887887887888
E1241_959,10.013636,6.4927692,7.1856737,0.95995995995996
E1242_850,8.812796,6.745828,2.0327528,0.8508508508508509
E1243_61,-3.7270925,8.513335,6.5861416,0.06106106106106106
E1244_191,10.27539,3.9593105,-0.4938969,0.19119119119119118
E1245_715,11.482517,3.616881,7.7019544,0.7157157157157157
E1246_454,-2.9945745,0.38807037,4.3696694,0.4544544544544545
E1247_275,11.719378,2.6545722,3.9100778,0.2752752752752753
E1248_693,10.549329,4.058075,0.6822841,0.6936936936936937
E1249_474,10.66373,4.876516,9.140918,0.4744744744744745
E1250_593,12.367736,-0.5773039,5.811822,0.5935935935935935
E1251_998,9.389204,7.5236406,5.522134,0.998998998998999
E1252_948,12.029537,-0.92262423,8.778173,0.948948948948949
E1253_853,9.508263,7.3353076,5.6513305,0.8538538538538538
E1254_977,11.555705,2.7412286,2.6962206,0.977977977977978
E1255_236,5.2399745,8.150842,0.47057995,0.23623623623623624
E1256_541,-4.4959803,2.0264328,4.609059,0.5415415415415415
E1257_263,-3.93978,1.236894,5.3919353,0.26326326326326327
E1258_245,2.7306767,8.764267,1.7249736,0.24524524524524524
E1259_411,9.470679,7.0085797,4.0031805,0.4114114114114114
E1260_655,12.499638,-2.5004733,6.5773554,0.6556556556556556
E1261_271,10.628982,5.5685973,7.0137405,0.27127127127127126
E1262_523,11.252938,2.1950665,-0.87515306,0.5235235235235235
E1263_203,-3.6632454,1.4051976,5.1409607,0.2032032032032032
E1264_571,8.293685,6.764919,1.3445187,0.5715715715715716
E1265_290,10.39397,5.032996,2.4696555,0.2902902902902903
E1266_698,10.224216,6.100445,7.7754235,0.6986986986986987
E1267_697,9.976309,6.560982,7.0435414,0.6976976976976977
E1268_595,10.862486,3.3825188,0.2683666,0.5955955955955956
E1269_151,-2.8847413,3.2755756,4.163879,0.15115115115115116
E1270_935,11.775637,2.3557544,8.81712,0.9359359359359359
E1271_53,-2.9313579,9.3595085,6.3186903,0.05305305305305305
E1272_491,8.974873,8.04458,4.8715196,0.4914914914914915
E1273_732,-3.4146478,1.3862768,5.704716,0.7327327327327328
E1274_671,12.348965,0.3720719,3.1203933,0.6716716716716716
E1275_666,12.487518,0.058902252,2.0996706,0.6666666666666666
E1276_764,12.1841,0.86593074,1.413826,0.7647647647647647
E1277_119,-2.356577,6.0698857,4.767437,0.11911911911911911
E1278_64,-0.34239084,8.976143,3.730494,0.06406406406406406
E1279_250,-0.13760844,8.612985,3.3476176,0.2502502502502503
E1280_424,11.250185,2.8036041,0.5251672,0.4244244244244244
E1281_397,10.103495,5.164399,1.7243805,0.3973973973973974
E1282_272,11.947784,1.4304211,0.4386414,0.2722722722722723
E1283_651,-4.385628,2.2549508,4.256507,0.6516516516516516
E1284_392,8.712885,6.7657275,1.8849739,0.3923923923923924
E1285_888,-3.6814384,0.94116914,3.8660247,0.8888888888888888
E1286_951,10.925609,3.1872838,10.491129,0.9519519519519519
E1287_56,-3.721065,8.448247,6.597093,0.056056056056056056
E1288_793,11.073583,3.3056636,10.053781,0.7937937937937938
E1289_412,12.500522,-0.37337747,0.20059524,0.4124124124124124
E1290_870,9.71712,6.7845016,4.4968066,0.8708708708708709
E1291_753,11.829992,2.4058352,4.2677007,0.7537537537537538
E1292_930,7.525204,7.2875834,1.3667991,0.9309309309309309
E1293_907,11.717651,2.5492275,8.89189,0.9079079079079079
E1294_438,9.829541,5.5873303,1.8395821,0.43843843843843844
E1295_957,-3.0093598,0.38712204,4.4821053,0.9579579579579579
E1296_903,10.334387,4.244523,0.3492614,0.9039039039039038
E1297_13,-1.2995214,9.954822,6.620283,0.013013013013013013
E1298_317,9.979655,5.4756784,2.0497894,0.3173173173173173
E1299_619,-2.8416605,0.68529075,5.063836,0.6196196196196196
E1300_97,-1.513365,6.038041,3.5632787,0.0970970970970971
E1301_159,2.9951406,8.714963,-0.004298302,0.15915915915915915
E1302_772,10.795595,4.9488153,8.473245,0.7727727727727728
E1303_912,10.794444,4.7957773,3.7684867,0.9129129129129129
E1304_620,-2.452783,0.7951559,4.3099813,0.6206206206206206
E1305_760,11.27431,3.2791722,2.3506813,0.7607607607607607
E1306_224,1.9349133,8.685656,1.230317,0.22422422422422422
E1307_49,-1.9669956,9.707815,5.6135683,0.04904904904904905
E1308_892,11.507608,2.7540627,9.388371,0.8928928928928929
E1309_352,11.485535,3.7379348,6.810331,0.35235235235235235
E1310_626,12.370486,-1.4476774,6.82362,0.6266266266266266
E1311_155,2.7966993,8.696661,0.18057026,0.15515515515515516
E1312_212,4.060476,8.59627,0.4574105,0.2122122122122122
E1313_366,12.492989,-2.3996952,6.522072,0.3663663663663664
E1314_857,12.537033,-0.31815916,1.1865529,0.8578578578578578
E1315_497,12.307876,0.40802115,0.7469875,0.4974974974974975
E1316_937,11.986814,2.1268556,5.7689395,0.9379379379379379
E1317_570,12.043756,0.9360653,8.264812,0.5705705705705706
E1318_587,-3.3483124,1.4088254,4.3607845,0.5875875875875876
E1319_92,-3.0560532,8.940501,6.3971305,0.0920920920920921
E1320_518,11.95802,-0.72576654,9.028866,0.5185185185185185
E1321_432,10.85752,4.8761296,4.4222965,0.43243243243243246
E1322_85,-2.401936,5.220282,4.450583,0.08508508508508508
E1323_555,10.16224,6.2637005,5.202985,0.5555555555555556
E1324_531,9.2637415,7.238041,3.8292031,0.5315315315315315
E1325_917,11.180603,2.6677985,-0.47637883,0.9179179179179179
E1326_312,10.253481,5.705816,3.7894728,0.3123123123123123
E1327_511,10.671218,3.599425,-0.1497149,0.5115115115115115
E1328_464,11.956738,1.9604651,7.151787,0.4644644644644645
E1329_518,11.147968,3.5112507,2.2629626,0.5185185185185185
E1330_821,11.883875,2.1560748,4.0853257,0.8218218218218218
E1331_443,10.663919,4.085726,1.2456275,0.44344344344344344
E1332_273,10.785554,4.0519657,1.6496068,0.2732732732732733
E1333_506,11.992811,1.0312959,-0.120387785,0.5065065065065065
E1334_680,-3.312041,2.392853,5.1644278,0.6806806806806807
E1335_504,11.422336,2.7739024,9.622044,0.5045045045045045
E1336_907,-4.2937555,1.7740077,4.6160197,0.9079079079079079
E1337_130,1.3157758,8.758222,2.1455445,0.13013013013013014
E1338_895,-4.194407,2.7140446,4.262794,0.8958958958958959
E1339_76,-2.2604034,6.158283,4.6911345,0.07607607607607608
E1340_477,12.214969,-0.1481159,7.7214975,0.4774774774774775
E1341_41,-3.8216517,8.390606,6.613027,0.04104104104104104
E1342_681,11.993149,1.5206213,8.1184635,0.6816816816816816
E1343_754,11.514997,1.0156537,10.181456,0.7547547547547547
E1344_776,11.333313,4.0232964,7.584862,0.7767767767767768
E1345_488,10.000977,6.261783,4.2115145,0.48848848848848847
E1346_386,11.999852,1.334212,0.45686087,0.3863863863863864
E1347_666,-2.3507683,2.0420148,4.7461333,0.6666666666666666
E1348_445,10.278018,6.0696616,7.458427,0.44544544544544545
E1349_741,11.808516,1.6306024,9.183978,0.7417417417417418
E1350_730,12.1455145,-1.7558116,8.235037,0.7307307307307307
E1351_931,9.937212,5.5403996,1.9997984,0.9319319319319319
E1352_222,-3.8689363,0.43751174,4.486935,0.2222222222222222
E1353_258,12.153217,1.2344701,5.9221144,0.25825825825825827
E1354_535,11.834478,1.9810171,2.7167578,0.5355355355355356
E1355_815,-3.0844374,2.8714743,4.1758084,0.8158158158158159
E1356_944,9.9678545,5.641852,2.3202593,0.944944944944945
E1357_350,11.94579,1.9405885,4.059539,0.35035035035035034
E1358_825,12.390574,-0.2595983,-0.20291352,0.8258258258258259
E1359_178,2.5989523,8.852341,1.5541477,0.1781781781781782
E1360_516,9.450964,7.00668,3.9207559,0.5165165165165165
E1361_690,10.633008,4.261678,1.54737,0.6906906906906907
E1362_103,1.7063605,8.515193,1.1049786,0.1031031031031031
E1363_942,-2.4726043,1.1831075,3.5689807,0.9429429429429429
E1364_838,11.309147,4.1186595,5.5644293,0.8388388388388388
E1365_670,11.843576,0.765976,9.381227,0.6706706706706707
E1366_378,8.748838,7.0067563,2.3154821,0.3783783783783784
E1367_904,11.91137,2.350738,7.2189765,0.9049049049049049
E1368_207,4.593969,8.396054,1.0413153,0.2072072072072072
E1369_406,-2.7803404,3.1118178,4.450269,0.4064064064064064
E1370_797,10.506807,5.393447,4.0689135,0.7977977977977978
E1371_705,12.036308,1.4266052,3.2598968,0.7057057057057057
E1372_182,2.334779,8.877627,1.6175066,0.18218218218218218
E1373_457,11.5892725,1.2507577,10.01327,0.4574574574574575
E1374_903,12.407099,-0.46282303,5.541075,0.9039039039039038
E1375_515,11.469305,2.5945556,1.3928912,0.5155155155155156
E1376_852,12.29594,-1.2965448,7.3121486,0.8528528528528528
E1377_864,10.168715,4.954723,1.4757228,0.8648648648648649
E1378_333,10.678585,5.339243,4.918649,0.3333333333333333
E1379_294,-3.4147897,1.8324597,4.053913,0.29429429429429427
E1380_446,11.692204,2.5028298,9.013826,0.44644644644644643
E1381_932,-3.0438266,2.2179294,5.0024905,0.9329329329329329
E1382_664,9.482293,6.9833302,3.9787261,0.6646646646646647
E1383_949,10.927014,4.3497887,9.115822,0.94994994994995
E1384_138,0.3016198,8.093291,2.4912958,0.13813813813813813
E1385_985,11.807518,2.7698896,6.95595,0.985985985985986
E1386_388,10.857939,5.146015,6.833635,0.3883883883883884
E1387_52,-3.7096512,8.500436,6.482193,0.05205205205205205
E1388_779,11.925097,2.4366238,7.670307,0.7797797797797797
E1389_701,11.851359,2.6161244,7.1034155,0.7017017017017017
E1390_401,10.132197,6.2894053,5.102125,0.4014014014014014
E1391_700,11.406592,3.6715963,4.7126865,0.7007007007007007
E1392_482,10.481779,4.8857884,2.4311101,0.4824824824824825
E1393_458,10.239375,5.430508,9.516746,0.45845845845845845
E1394_48,-1.4065281,9.657944,5.339144,0.04804804804804805
E1395_599,11.206138,3.9088123,3.7246878,0.5995995995995996
E1396_493,10.610384,5.291313,4.2368,0.4934934934934935
E1397_425,10.353146,4.9512315,2.0555532,0.42542542542542544
E1398_634,12.172132,1.287381,5.98106,0.6346346346346347
E1399_921,11.978481,1.7734017,7.6701365,0.9219219219219219
E1400_905,10.999224,3.117449,-0.029328002,0.9059059059059059
E1401_887,12.384507,0.17389065,3.7576957,0.8878878878878879
E1402_732,12.39538,-0.3838286,6.030473,0.7327327327327328
E1403_183,-3.0519412,2.8970118,4.5742083,0.1831831831831832
E1404_260,4.2857385,8.514449,0.802464,0.2602602602602603
E1405_56,-3.0338721,9.656408,6.085521,0.056056056056056056
E1406_351,11.935964,1.3502301,8.691927,0.35135135135135137
E1407_568,11.194382,2.4723473,-0.7518095,0.5685685685685685
E1408_394,-4.30301,1.0534403,3.910059,0.3943943943943944
E1409_295,4.947026,8.275352,0.8387858,0.2952952952952953
E1410_701,12.040262,1.6694779,4.546869,0.7017017017017017
E1411_721,12.25091,-1.1753405,7.5970483,0.7217217217217218
E1412_934,12.413353,-0.5712465,5.898491,0.934934934934935
E1413_724,-2.9479284,1.054481,4.7306957,0.7247247247247247
E1414_621,10.342242,5.950137,7.548613,0.6216216216216216
E1415_940,10.778175,5.133759,4.794679,0.9409409409409409
E1416_941,11.363652,3.6950598,8.427712,0.9419419419419419
E1417_851,12.479854,-1.5426624,5.749777,0.8518518518518519
E1418_8,-1.0100005,10.302581,6.9666705,0.008008008008008008
E1419_996,11.516178,3.5206184,7.6875677,0.996996996996997
E1420_241,4.545713,8.422519,0.8918531,0.24124124124124124
E1421_160,-2.8915615,3.2908363,4.6625805,0.16016016016016016
E1422_105,0.09347785,8.142189,2.7733521,0.10510510510510511
E1423_196,11.925589,0.9749862,-0.4265634,0.1961961961961962
E1424_328,11.251376,4.1853194,5.1659956,0.3283283283283283
E1425_800,-2.4851756,2.0292952,3.5923693,0.8008008008008008
E1426_667,11.2531395,3.3033934,2.30573,0.6676676676676677
E1427_418,7.4169426,7.297388,1.2670965,0.4184184184184184
E1428_643,11.076033,4.2903047,8.642474,0.6436436436436437
E1429_171,0.66544807,8.180394,2.071072,0.17117117117117117
E1430_688,11.943351,2.1885047,7.301151,0.6886886886886887
E1431_512,10.844939,5.164471,7.411588,0.5125125125125125
E1432_814,11.105502,2.3569372,10.60167,0.8148148148148148
E1433_933,11.495437,3.6396594,7.3546686,0.933933933933934
E1434_638,11.253939,2.5957038,-0.32027823,0.6386386386386387
E1435_186,2.9625452,8.888284,0.5431735,0.18618618618618618
E1436_623,11.980677,1.0306008,8.628875,0.6236236236236237
E1437_156,2.8550203,8.867173,0.6710816,0.15615615615615616
E1438_82,-2.4613793,6.132675,4.910016,0.08208208208208208
E1439_13,-1.2509079,9.742344,5.7896085,0.013013013013013013
E1440_764,12.588263,-0.6685978,0.52160746,0.7647647647647647
E1441_534,11.836826,2.5045993,7.594944,0.5345345345345346
E1442_567,-3.4291358,1.5899665,5.669337,0.5675675675675675
E1443_908,-4.706494,1.5396158,4.4517336,0.908908908908909
E1444_899,11.966701,1.8048882,7.6966276,0.8998998998998999
E1445_695,-3.637103,0.9287762,5.350583,0.6956956956956957
E1446_688,9.074153,6.0936837,1.3376685,0.6886886886886887
E1447_929,10.231422,5.5039573,9.401128,0.92992992992993
E1448_639,10.288604,4.3719916,0.4617853,0.6396396396396397
E1449_755,-2.2563221,1.2260195,4.336353,0.7557557557557557
E1450_305,-2.2514067,1.2766155,4.340432,0.3053053053053053
E1451_466,12.489531,-0.43894985,-0.05610571,0.46646646646646645
E1452_908,11.579836,3.3349879,5.1851583,0.908908908908909
E1453_740,11.968,0.82545775,8.864754,0.7407407407407407
E1454_581,12.3335905,-2.3226488,7.2785025,0.5815815815815816
E1455_50,-2.7671628,9.601522,5.7972355,0.05005005005005005
E1456_954,11.256124,3.810288,3.7602277,0.954954954954955
E1457_72,-2.9242995,9.091742,5.881143,0.07207207207207207
E1458_208,9.919875,6.6527095,5.2566595,0.2082082082082082
E1459_290,-4.4820933,2.3286138,4.087103,0.2902902902902903
E1460_90,0.34563875,8.289426,2.6157234,0.09009009009009009
E1461_172,3.2246864,8.7965355,0.6053358,0.17217217217217218
E1462_843,12.030454,-0.98301107,8.750552,0.8438438438438438
E1463_599,11.5397215,3.462639,7.6831765,0.5995995995995996
E1464_948,10.801804,3.3683472,10.5025425,0.948948948948949
E1465_719,12.326726,-2.070508,7.2374907,0.7197197197197197
E1466_121,-0.101713,8.720701,3.364217,0.12112112112112113
E1467_354,-3.201535,1.5744134,3.7259417,0.35435435435435436
E1468_662,10.855816,3.8142822,10.029804,0.6626626626626627
E1469_923,9.892486,5.407401,1.6354853,0.923923923923924
E1470_556,12.29848,0.5178523,4.259316,0.5565565565565566
E1471_739,8.975607,6.2185416,1.3927884,0.7397397397397397
E1472_331,12.407685,0.14048415,3.558594,0.33133133133133136
E1473_409,6.549513,7.6639504,1.111073,0.4094094094094094
E1474_562,11.06464,4.063773,3.2769475,0.5625625625625625
E1475_674,11.659553,3.2537951,6.82415,0.6746746746746747
E1476_996,11.297463,3.202796,2.2618973,0.996996996996997
E1477_751,11.481589,3.7161996,6.40002,0.7517517517517518
E1478_804,-3.6358762,0.7390343,3.576326,0.8048048048048048
E1479_848,11.035159,4.729698,7.4708295,0.8488488488488488
E1480_314,9.118445,7.9303937,5.321369,0.31431431431431434
E1481_526,12.551188,-0.35029724,1.6186149,0.5265265265265265
E1482_813,10.785942,4.079899,1.718107,0.8138138138138138
E1483_327,-2.307911,1.6326536,4.6446695,0.32732732732732733
E1484_369,-3.7540576,0.39370415,3.8349674,0.36936936936936937
E1485_54,-0.28542507,8.955339,3.6736574,0.05405405405405406
E1486_18,-1.9370987,9.590322,6.4595704,0.018018018018018018
E1487_674,-3.5436203,1.2544911,3.6045077,0.6746746746746747
E1488_510,12.356291,0.22212628,0.52879494,0.5105105105105106
E1489_983,10.890419,4.6501837,3.8530364,0.983983983983984
E1490_23,-4.081053,8.118337,6.744722,0.023023023023023025
E1491_573,11.333192,4.0932803,5.8680773,0.5735735735735735
E1492_219,1.9807777,8.795131,1.4042073,0.21921921921921922
E1493_67,1.7858629,9.139615,1.5215483,0.06706706706706707
E1494_862,12.269873,-1.2220736,7.479406,0.8628628628628628
E1495_869,10.760884,5.330457,5.730421,0.8698698698698699
E1496_716,11.954301,1.3947628,0.39650804,0.7167167167167167
E1497_825,9.609223,6.433029,3.1342528,0.8258258258258259
E1498_715,9.957814,5.5795507,2.139171,0.7157157157157157
E1499_846,11.68956,2.6905205,3.7496269,0.8468468468468469
E1500_262,10.123382,4.4850435,0.23097585,0.26226226226226224
E1501_341,10.885201,5.0072756,5.599904,0.34134134134134136
E1502_484,12.349698,0.2960658,4.139726,0.4844844844844845
E1503_221,-2.288344,4.5602574,3.7935693,0.22122122122122123
E1504_47,-4.1157303,8.084894,6.7707944,0.04704704704704705
E1505_787,-4.6034646,1.2334656,4.7941866,0.7877877877877878
E1506_456,11.889314,0.6944837,9.228537,0.45645645645645644
E1507_97,-2.1065679,6.475361,4.6347637,0.0970970970970971
E1508_782,11.58695,3.3321035,5.2810297,0.7827827827827828
E1509_837,12.367769,-0.3464564,5.9415483,0.8378378378378378
E1510_691,11.787203,1.8587474,1.0009601,0.6916916916916916
E1511_448,-2.731425,3.309493,3.8413434,0.44844844844844844
E1512_919,9.281313,7.134217,3.6820168,0.91991991991992
E1513_705,12.383004,-0.2124174,6.0240498,0.7057057057057057
E1514_386,11.969179,2.0528421,4.824176,0.3863863863863864
E1515_6,-0.8354562,10.611827,7.255177,0.006006006006006006
E1516_426,10.516612,5.404646,4.160445,0.4264264264264264
E1517_672,12.338553,0.2994645,4.4029546,0.6726726726726727
E1518_813,12.366456,-0.55338186,5.8593783,0.8138138138138138
E1519_310,9.724194,6.235596,3.057981,0.3103103103103103
E1520_643,-3.6603482,0.7351242,3.6135352,0.6436436436436437
E1521_192,11.549481,1.4653406,10.072178,0.1921921921921922
E1522_995,12.179135,0.88742065,1.5290778,0.995995995995996
E1523_359,10.302096,6.062338,5.2781587,0.35935935935935936
E1524_153,-3.5559454,3.1976511,4.673331,0.15315315315315314
E1525_88,-2.3137255,6.0610785,4.7144995,0.08808808808808809
E1526_473,10.595277,5.289906,4.3389406,0.47347347347347346
E1527_953,12.095116,1.6191573,5.6384726,0.953953953953954
E1528_362,5.4113255,8.069981,0.57682747,0.36236236236236236
E1529_65,-2.8247013,9.41802,5.9033775,0.06506506506506507
E1530_334,11.848606,1.6293403,0.5046674,0.33433433433433435
E1531_324,12.5239525,-0.25046143,1.6781759,0.32432432432432434
E1532_809,12.595323,-0.67143446,0.5873096,0.8098098098098098
E1533_95,-2.4978688,5.12756,4.6175394,0.09509509509509509
E1534_280,11.171969,4.283645,8.139908,0.2802802802802803
E1535_771,11.723079,2.2229428,2.4271963,0.7717717717717718
E1536_793,11.542622,1.6268604,10.045924,0.7937937937937938
E1537_643,11.832482,1.81134,1.5121078,0.6436436436436437
E1538_985,11.213879,3.8094678,3.4469619,0.985985985985986
E1539_872,12.153709,1.3680034,6.2134237,0.8728728728728729
E1540_504,11.051625,4.5600715,8.128503,0.5045045045045045
E1541_164,2.6789634,8.89725,0.90079355,0.16416416416416416
E1542_941,10.680642,3.43758,-0.45752302,0.9419419419419419
E1543_747,-3.8267395,1.8201838,4.6139274,0.7477477477477478
E1544_683,12.256582,0.8195596,5.0552864,0.6836836836836837
E1545_15,-1.7939305,9.657225,6.556659,0.015015015015015015
E1546_997,11.897565,2.4411361,6.093715,0.997997997997998
E1547_115,-1.5449381,6.008243,3.588597,0.11511511511511512
E1548_318,11.057683,4.5175967,4.7735677,0.3183183183183183
E1549_467,12.351942,-0.40371624,6.5511837,0.4674674674674675
E1550_591,10.117919,6.2289987,7.8800693,0.5915915915915916
E1551_150,0.6540276,8.158678,2.0558605,0.15015015015015015
E1552_4,-0.75920355,10.872921,7.4955897,0.004004004004004004
E1553_296,12.59825,-0.6364129,0.77346873,0.2962962962962963
E1554_8,-0.926383,10.393835,7.046469,0.008008008008008008
E1555_176,7.1463156,7.381883,1.1566126,0.17617617617617617
E1556_772,11.345945,3.8138757,4.622033,0.7727727727727728
E1557_738,12.016328,0.9785826,-0.15592511,0.7387387387387387
E1558_761,8.990425,7.7448955,4.1097727,0.7617617617617618
E1559_521,10.956446,3.3335364,0.43595916,0.5215215215215215
E1560_612,10.079338,5.8840423,3.4745052,0.6126126126126126
E1561_517,9.949421,5.233021,1.4314685,0.5175175175175175
E1562_70,-2.4023018,9.323679,5.52077,0.07007007007007007
